REF_AREA,FREQ,MEASURE,ACTIVITY,UNIT_MEASURE,PRICE_BASE,TRANSFORMATION,ADJUSTMENT,CONVERSION_TYPE,TIME_PERIOD,OBS_VALUE
AUS,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2017,74902.4462167219
AUS,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2018,78007.4059243389
AUS,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2019,78218.9307319498
AUS,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2020,81320.9806384967
AUS,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2021,90725.7785080496
AUS,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2022,98695.8414837875
AUT,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,1995,22132.7183070346
AUT,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,1996,22809.5930451704
AUT,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,1997,23566.487170435
AUT,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,1998,24480.3328757975
AUT,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,1999,25407.496668991
AUT,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2000,26512.52139719
AUT,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2001,27277.4570635514
AUT,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2002,27850.1053127019
AUT,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2003,28397.9939013912
AUT,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2004,29444.0864436135
AUT,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2005,30680.4138413316
AUT,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2006,32164.4077829227
AUT,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2007,34020.7109205107
AUT,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2008,35071.1728753124
AUT,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2009,34319.3321858955
AUT,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2010,35169.0203728734
AUT,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2011,36736.6985697382
AUT,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2012,37571.5315990592
AUT,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2013,37888.7571765777
AUT,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2014,38637.185197635
AUT,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2015,39641.0900769788
AUT,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2016,40694.9078732411
AUT,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2017,41761.4388192116
AUT,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2018,43363.5463361707
AUT,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2019,44573.4343497036
AUT,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2020,42651.6193788274
AUT,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2021,45381.2437433957
AUT,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2022,49487.8801997863
AUT,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2023,51827.9114782814
BEL,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2006,30825.8911642017
BEL,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2008,32842.4929971989
BEL,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2019,41730.7772652102
CAN,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,1995,28380.7307894589
CAN,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,1996,29038.4218042569
CAN,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,1997,30325.9405119008
CAN,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,1998,31190.270405678
CAN,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,1999,33154.0909157593
CAN,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2000,36045.1258614346
CAN,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2001,36895.9205025136
CAN,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2002,38065.1942034616
CAN,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2003,39653.9004978153
CAN,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2004,41821.5683510032
CAN,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2005,44090.2464468582
CAN,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2006,45948.7007430155
CAN,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2007,47969.426510828
CAN,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2008,49839.8696940726
CAN,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2009,46724.0789782501
CAN,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2010,48992.9071724079
CAN,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2011,51662.8784327985
CAN,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2012,52636.7703303005
CAN,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2013,54224.4358426352
CAN,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2014,56298.8735190593
CAN,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2015,55747.6259713832
CAN,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2016,56092.2170575935
CAN,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2017,58575.3620699917
CAN,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2018,60305.287298281
CAN,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2019,61500.6793865624
CAN,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2020,58390.9158145501
CAN,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2021,66313.4680604513
CAN,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2022,73221.3075972442
CAN,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2023,73192.4899542166
CHL,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,1996,2219441.12666476
CHL,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,1997,2429494.4848891
CHL,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,1998,2516670.4722729
CHL,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,1999,2530844.66243909
CHL,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2000,2741630.21880291
CHL,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2001,2916130.93238051
CHL,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2002,3075717.37229419
CHL,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2003,3322805.90966576
CHL,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2004,3753359.77125502
CHL,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2005,4204796.26217186
CHL,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2006,4966311.52039804
CHL,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2007,5431833.26657721
CHL,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2008,5599462.40040602
CHL,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2009,5679330.00549097
CHL,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2010,6491932.7701648
CHL,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2011,7042319.39174781
CHL,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2012,7451111.36543711
CHL,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2013,7796386.3299039
CHL,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2014,8317656.60268568
CHL,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2015,8826396.37673656
CHL,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2016,9289553.71567148
CHL,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2017,9735221.28963446
CHL,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2018,10102435.9187964
CHL,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2019,10233396.7675354
CHL,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2020,10343022.857946
COL,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2005,8337912.33653078
COL,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2006,9304919.28923155
COL,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2007,10334588.594441
COL,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2008,11370494.1423358
COL,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2009,11833872.2745265
COL,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2010,12687722.3588597
COL,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2011,14287695.7931604
COL,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2012,15233653.0420309
COL,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2013,16168882.3752876
COL,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2014,16985815.5730377
COL,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2015,17744640.5291189
COL,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2016,18841533.0574257
COL,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2017,19828437.9302817
COL,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2018,20909567.561457
COL,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2019,21937218.8895338
COL,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2020,20269007.5868124
CRI,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,1995,606251.355265145
CRI,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,1996,689552.062806937
CRI,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,1997,812830.319779312
CRI,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,1998,951892.433255088
CRI,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,1999,1075324.20825376
CRI,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2000,1195672.19584726
CRI,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2001,1329124.36903023
CRI,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2002,1482666.06386305
CRI,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2003,1686858.74729873
CRI,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2004,1964990.44186945
CRI,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2005,2272537.32153967
CRI,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2006,2712780.24422525
CRI,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2007,3199775.17362671
CRI,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2008,3681536.00831294
CRI,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2009,3943093.34601305
CRI,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2010,4355273.89757876
CRI,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2011,4711378.07483334
CRI,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2012,5107575.90371135
CRI,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2013,5405741.19036488
CRI,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2014,5869489.62176706
CRI,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2015,6247221.61546148
CRI,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2016,6558192.63678872
CRI,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2017,6945401.17222038
CRI,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2018,7201607.12331791
CRI,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2019,7483752.45319805
CRI,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2020,7143969.35836254
CRI,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2021,7813647.59806628
CZE,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,1995,155612.090070052
CZE,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,1996,178428.794438736
CZE,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,1997,192400.221203338
CZE,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,1998,210674.697276129
CZE,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,1999,220492.329703707
CZE,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2000,233604.215058394
CZE,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2001,253474.700005634
CZE,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2002,265123.607287055
CZE,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2003,277719.459330652
CZE,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2004,302517.908678257
CZE,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2005,321327.285312659
CZE,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2006,343856.406464195
CZE,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2007,373607.012668889
CZE,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2008,387122.074170551
CZE,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2009,376067.102753355
CZE,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2010,383460.804904553
CZE,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2011,390157.470863146
CZE,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2012,391970.777215289
CZE,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2013,396958.651566726
CZE,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2014,416801.038786853
CZE,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2015,442711.478888989
CZE,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2016,460641.328982426
CZE,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2017,492288.717708708
CZE,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2018,519807.815021246
CZE,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2019,558170.075143742
CZE,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2020,554964.21637815
CZE,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2021,600689.944147378
CZE,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2022,655221.48979625
DNK,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,1995,197997.480089745
DNK,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,1996,206585.478339391
DNK,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,1997,216497.906398838
DNK,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,1998,223489.862685545
DNK,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,1999,233244.353743133
DNK,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2000,248381.53309615
DNK,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2001,256151.489793804
DNK,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2002,262572.706733698
DNK,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2003,266979.810636233
DNK,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2004,279412.008239806
DNK,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2005,293450.447065354
DNK,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2006,309971.748962065
DNK,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2007,319233.881260325
DNK,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2008,329475.900672999
DNK,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2009,313173.644856361
DNK,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2010,326803.167018275
DNK,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2011,331860.039822535
DNK,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2012,338582.698268754
DNK,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2013,344818.193624635
DNK,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2014,350901.968087727
DNK,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2015,357276.574765563
DNK,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2016,366837.359166534
DNK,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2017,379800.573207452
DNK,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2018,387227.016563028
DNK,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2019,396022.081197331
DNK,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2020,399092.762358563
EST,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,1995,1976.1328637525
EST,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,1996,2582.07269155206
EST,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,1997,3252.49075391181
EST,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,1998,3661.20953269686
EST,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,1999,3920.31032482599
EST,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2000,4404.22821665596
EST,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2001,5013.36899547641
EST,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2002,5655.84098301409
EST,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2003,6360.32068062827
EST,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2004,7157.73914952792
EST,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2005,8348.98962396056
EST,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2006,10047.503516695
EST,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2007,12213.9868940353
EST,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2008,12417.0068738793
EST,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2009,10580.6258890469
EST,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2010,11056.6009150229
EST,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2011,12590.7024140784
EST,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2012,13648.1731059463
EST,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2013,14515.3999394031
EST,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2014,15477.7169782642
EST,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2015,15998.5418411635
EST,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2016,16862.1924158371
EST,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2017,18482.911979325
EST,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2018,20042.3096079016
EST,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2019,21491.2690025815
EST,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2020,20964.3461568272
EST,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2021,23650.099092678
EST,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2022,27363.6540431117
EST,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2023,27958.2870873368
EST,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2024,28741.1396194188
FIN,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,1995,19275.2261247504
FIN,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,1996,19899.5043515591
FIN,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,1997,21550.2548737305
FIN,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,1998,23368.7785000485
FIN,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,1999,24564.5145678056
FIN,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2000,26348.6727715312
FIN,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2001,27874.5181187355
FIN,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2002,28542.8604391801
FIN,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2003,29103.0117015154
FIN,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2004,30362.457442332
FIN,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2005,31388.269381064
FIN,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2006,32823.9940755369
FIN,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2007,35369.5615179534
FIN,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2008,36559.0770504762
FIN,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2009,34039.7834759969
FIN,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2010,35079.8001267853
FIN,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2011,36682.2559991092
FIN,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2012,37011.0823790174
FIN,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2013,37414.4144144144
FIN,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2014,37685.1258581236
FIN,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2015,38352.7050451601
FIN,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2016,39254.8177533529
FIN,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2017,40794.8150030863
FIN,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2018,42040.7164352272
FIN,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2019,43197.261663286
FIN,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2020,42740.8827092412
FIN,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2021,44891.0944690066
FIN,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2022,47892.7099641887
FRA,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,1995,20431.9760297608
FRA,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,1996,20918.1658055425
FRA,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,1997,21560.245415183
FRA,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,1998,22426.6657782516
FRA,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,1999,23122.9779899231
FRA,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2000,24257.0259770191
FRA,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2001,25007.69645659
FRA,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2002,25612.2679475529
FRA,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2003,26143.9865921068
FRA,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2004,27137.2890033759
FRA,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2005,27985.0025411346
FRA,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2006,29119.8031359435
FRA,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2007,30386.1434731478
FRA,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2008,31035.0696339733
FRA,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2009,30040.505268385
FRA,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2010,30828.3668993637
FRA,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2011,31698.430558758
FRA,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2012,31949.5532572443
FRA,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2013,32281.1019426344
FRA,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2014,32621.9399887914
FRA,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2015,33196.634194891
FRA,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2016,33529.4262578309
FRA,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2017,34291.1940745174
FRA,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2018,35083.9770611454
FRA,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2019,36088.2960413081
FRA,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2020,34280.3347775297
DEU,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,1995,23367.0733507158
DEU,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,1996,23673.1888149657
DEU,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,1997,24134.2166605324
DEU,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,1998,24830.0714583896
DEU,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,1999,25512.0237773575
DEU,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2000,26144.5916250292
DEU,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2001,26933.4003950096
DEU,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2002,27254.4068253696
DEU,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2003,27478.0806631596
DEU,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2004,28150.6580239639
DEU,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2005,28593.5060304658
DEU,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2006,29889.0025008316
DEU,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2007,31388.5322007112
DEU,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2008,32064.78133822
DEU,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2009,30998.7202266317
DEU,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2010,32585.0729908824
DEU,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2011,34229.95951417
DEU,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2012,34819.3370303136
DEU,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2013,35553.9022394167
