REF_AREA,FREQ,MEASURE,UNIT_MEASURE,ACTIVITY,ADJUSTMENT,TRANSFORMATION,TIME_HORIZ,METHODOLOGY,TIME_PERIOD,OBS_VALUE
AUS,Q,PRVM,IX,BTE,N,_Z,_Z,N,2025-Q3,110.8933
AUS,Q,PRVM,IX,BTE,N,_Z,_Z,N,2025-Q2,110.0392
AUS,Q,PRVM,IX,C,Y,_Z,_Z,N,2013-Q2,101.8714
AUS,Q,PRVM,IX,C,Y,_Z,_Z,N,2013-Q1,103.2581
AUS,Q,PRVM,IX,C,Y,_Z,_Z,N,2012-Q3,104.4411
AUS,Q,PRVM,IX,C,Y,_Z,_Z,N,2011-Q1,103.7647
AUS,Q,PRVM,IX,C,Y,_Z,_Z,N,2007-Q3,108.7004
AUS,Q,PRVM,IX,C,Y,_Z,_Z,N,2017-Q2,99.21394
AUS,Q,PRVM,IX,C,Y,_Z,_Z,N,2017-Q1,96.57066
AUS,Q,PRVM,IX,C,Y,_Z,_Z,N,2016-Q4,98.18097
AUS,Q,PRVM,IX,C,Y,_Z,_Z,N,2016-Q3,98.18663
AUS,Q,PRVM,IX,C,Y,_Z,_Z,N,2016-Q2,98.49511
AUS,Q,PRVM,IX,C,Y,_Z,_Z,N,2016-Q1,97.76495
AUS,Q,PRVM,IX,C,Y,_Z,_Z,N,2015-Q3,99.93845
AUS,Q,PRVM,IX,C,Y,_Z,_Z,N,2015-Q2,100.5639
AUS,Q,PRVM,IX,C,Y,_Z,_Z,N,2015-Q1,100.8809
AUS,Q,PRVM,IX,C,Y,_Z,_Z,N,2014-Q3,100.8526
AUS,Q,PRVM,IX,C,Y,_Z,_Z,N,2014-Q2,102.5025
AUS,Q,PRVM,IX,C,Y,_Z,_Z,N,2014-Q1,101.1101
AUS,Q,PRVM,IX,C,Y,_Z,_Z,N,2013-Q4,103.6345
AUS,Q,PRVM,IX,C,Y,_Z,_Z,N,2024-Q2,102.6072
AUS,Q,PRVM,IX,C,Y,_Z,_Z,N,2024-Q1,101.5318
AUS,Q,PRVM,IX,C,Y,_Z,_Z,N,2023-Q4,101.4497
AUS,Q,PRVM,IX,C,Y,_Z,_Z,N,2023-Q3,102.1884
AUS,Q,PRVM,IX,C,Y,_Z,_Z,N,2023-Q2,103.2072
AUS,Q,PRVM,IX,C,Y,_Z,_Z,N,2023-Q1,102.5817
AUS,Q,PRVM,IX,C,Y,_Z,_Z,N,2022-Q4,100.8214
AUS,Q,PRVM,IX,C,Y,_Z,_Z,N,2022-Q3,101.9252
AUS,Q,PRVM,IX,C,Y,_Z,_Z,N,2022-Q2,102.0016
AUS,Q,PRVM,IX,C,Y,_Z,_Z,N,2022-Q1,103.1279
AUS,Q,PRVM,IX,C,Y,_Z,_Z,N,2021-Q4,102.5846
AUS,Q,PRVM,IX,C,Y,_Z,_Z,N,2021-Q3,99.8309
AUS,Q,PRVM,IX,C,Y,_Z,_Z,N,2021-Q2,101.7497
AUS,Q,PRVM,IX,C,Y,_Z,_Z,N,2021-Q1,100.796
AUS,Q,PRVM,IX,C,Y,_Z,_Z,N,2020-Q4,98.74699
AUS,Q,PRVM,IX,C,Y,_Z,_Z,N,2020-Q3,97.41968
AUS,Q,PRVM,IX,C,Y,_Z,_Z,N,2020-Q2,93.49436
AUS,Q,PRVM,IX,C,Y,_Z,_Z,N,2020-Q1,100.8243
AUS,Q,PRVM,IX,C,Y,_Z,_Z,N,2019-Q4,99.45734
AUS,Q,PRVM,IX,C,Y,_Z,_Z,N,2019-Q3,97.68005
AUS,Q,PRVM,IX,C,Y,_Z,_Z,N,2019-Q2,98.35361
AUS,Q,PRVM,IX,C,Y,_Z,_Z,N,2019-Q1,99.08093
AUS,Q,PRVM,IX,C,Y,_Z,_Z,N,2018-Q4,99.75449
AUS,Q,PRVM,IX,C,Y,_Z,_Z,N,2018-Q3,100.445
AUS,Q,PRVM,IX,C,Y,_Z,_Z,N,2018-Q2,101.011
AUS,Q,PRVM,IX,C,Y,_Z,_Z,N,2018-Q1,100.7422
AUS,Q,PRVM,IX,C,Y,_Z,_Z,N,2017-Q4,98.98754
AUS,Q,PRVM,IX,C,Y,_Z,_Z,N,2017-Q3,100.1507
AUS,Q,PRVM,IX,F,N,_Z,_Z,N,1990-Q1,34.66052
AUS,Q,PRVM,IX,F,N,_Z,_Z,N,1989-Q4,39.28482
AUS,Q,PRVM,IX,F,N,_Z,_Z,N,1989-Q3,39.67199
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,2017-Q4,100.4231
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,2017-Q3,100.4687
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,2016-Q4,95.2093
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,2016-Q3,95.28543
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,2014-Q4,102.3981
AUS,Q,PRVM,IX,F,N,_Z,_Z,N,2025-Q4,108.5798
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,2025-Q4,104.2991
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,2025-Q3,104.8212
AUS,Q,PRVM,IX,F,N,_Z,_Z,N,2025-Q3,107.2508
AUS,Q,PRVM,IX,F,N,_Z,_Z,N,2025-Q2,104.9886
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,2025-Q2,102.77
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,2025-Q1,103.5009
AUS,Q,PRVM,IX,F,N,_Z,_Z,N,2025-Q1,94.94394
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,2024-Q4,102.6547
AUS,Q,PRVM,IX,F,N,_Z,_Z,N,2024-Q4,106.8136
AUS,Q,PRVM,IX,F,N,_Z,_Z,N,2024-Q3,105.4193
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,2024-Q3,103.242
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,2024-Q2,102.8809
AUS,Q,PRVM,IX,F,N,_Z,_Z,N,2024-Q2,105.2453
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,2024-Q1,101.8282
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,2023-Q4,104.1273
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,2023-Q3,102.5699
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,2023-Q2,102.8853
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,2023-Q1,102.0718
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,2022-Q4,100.7624
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,2022-Q3,100.6362
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,2022-Q2,100.2273
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,2022-Q1,100.0707
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,2021-Q4,98.95703
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,2021-Q3,96.9407
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,2021-Q2,99.10929
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,2021-Q1,97.74549
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,2020-Q4,93.55404
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,2020-Q3,92.96458
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,2020-Q2,90.1739
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,2020-Q1,97.4736
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,2019-Q4,97.54973
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,2019-Q3,99.48341
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,2019-Q2,99.09189
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,2019-Q1,100.2882
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,2018-Q4,100.1512
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,2018-Q3,100.6884
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,2018-Q2,102.3415
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,2018-Q1,100.1033
AUS,Q,PRVM,IX,C,N,_Z,_Z,N,2025-Q3,102.5704
AUS,Q,PRVM,IX,C,N,_Z,_Z,N,2025-Q2,98.43851
AUS,Q,PRVM,IX,C,N,_Z,_Z,N,2025-Q1,93.74907
AUS,Q,PRVM,IX,C,N,_Z,_Z,N,2024-Q4,101.7808
AUS,Q,PRVM,IX,C,N,_Z,_Z,N,2024-Q3,104.5062
AUS,Q,PRVM,IX,C,N,_Z,_Z,N,2025-Q4,102.8279
AUS,Q,PRVM,IX,C,Y,_Z,_Z,N,2025-Q4,100.3035
AUS,Q,PRVM,IX,C,Y,_Z,_Z,N,2025-Q3,100.0262
AUS,Q,PRVM,IX,C,Y,_Z,_Z,N,2025-Q2,98.55171
AUS,Q,PRVM,IX,C,Y,_Z,_Z,N,2025-Q1,98.78944
AUS,Q,PRVM,IX,C,Y,_Z,_Z,N,2024-Q4,99.23659
AUS,Q,PRVM,IX,C,Y,_Z,_Z,N,2024-Q3,101.8969
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,1984-Q4,30.21675
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,1984-Q3,29.13137
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,1984-Q2,29.47068
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,1984-Q1,27.4587
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,1983-Q4,28.08078
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,1983-Q3,26.22106
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,1983-Q2,26.49512
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,1983-Q1,26.66913
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,1982-Q4,27.90895
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,1982-Q3,29.87526
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,1982-Q2,30.25373
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,1982-Q1,31.80459
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,1981-Q4,31.45657
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,1981-Q3,31.65233
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,1981-Q2,29.58162
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,1981-Q1,29.93181
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,1980-Q4,30.34943
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,1980-Q3,30.07102
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,1980-Q2,28.26349
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,1980-Q1,27.90895
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,1979-Q4,27.77409
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,1979-Q3,27.8263
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,1979-Q2,27.95245
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,1979-Q1,27.60878
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,1978-Q4,27.28687
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,1978-Q3,26.39507
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,1978-Q2,26.69741
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,1978-Q1,26.86489
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,1977-Q4,25.90349
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,1977-Q3,26.73221
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,1977-Q2,27.50438
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,1977-Q1,27.27164
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,1976-Q4,27.41302
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,1976-Q3,27.21291
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,1976-Q2,26.26238
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,1976-Q1,25.65988
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,1975-Q4,26.0514
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,1975-Q3,26.39724
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,1975-Q2,24.19167
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,1975-Q1,25.33143
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,1974-Q4,25.03562
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,1974-Q3,24.74415
AUS,Q,PRVM,IX,F,N,_Z,_Z,N,2009-Q3,83.46149
AUS,Q,PRVM,IX,F,N,_Z,_Z,N,2009-Q2,81.40817
AUS,Q,PRVM,IX,F,N,_Z,_Z,N,2009-Q1,76.27707
AUS,Q,PRVM,IX,F,N,_Z,_Z,N,2008-Q4,89.45176
AUS,Q,PRVM,IX,F,N,_Z,_Z,N,2008-Q3,84.29456
AUS,Q,PRVM,IX,F,N,_Z,_Z,N,2008-Q2,83.15044
AUS,Q,PRVM,IX,F,N,_Z,_Z,N,2008-Q1,73.68867
AUS,Q,PRVM,IX,F,N,_Z,_Z,N,2007-Q4,81.25591
AUS,Q,PRVM,IX,F,N,_Z,_Z,N,2007-Q3,78.94376
AUS,Q,PRVM,IX,F,N,_Z,_Z,N,2007-Q2,75.32654
AUS,Q,PRVM,IX,F,N,_Z,_Z,N,2007-Q1,71.06548
AUS,Q,PRVM,IX,F,N,_Z,_Z,N,2006-Q4,78.33691
AUS,Q,PRVM,IX,F,N,_Z,_Z,N,2006-Q3,71.13726
AUS,Q,PRVM,IX,F,N,_Z,_Z,N,2006-Q2,71.9725
AUS,Q,PRVM,IX,F,N,_Z,_Z,N,2006-Q1,66.13231
AUS,Q,PRVM,IX,F,N,_Z,_Z,N,2005-Q4,72.57066
AUS,Q,PRVM,IX,F,N,_Z,_Z,N,2005-Q3,69.43197
AUS,Q,PRVM,IX,F,N,_Z,_Z,N,2005-Q2,68.39879
AUS,Q,PRVM,IX,F,N,_Z,_Z,N,2005-Q1,61.54499
AUS,Q,PRVM,IX,F,N,_Z,_Z,N,2004-Q4,67.89851
AUS,Q,PRVM,IX,F,N,_Z,_Z,N,2004-Q3,65.0752
AUS,Q,PRVM,IX,F,N,_Z,_Z,N,2004-Q2,64.11597
AUS,Q,PRVM,IX,F,N,_Z,_Z,N,2004-Q1,59.68309
AUS,Q,PRVM,IX,F,N,_Z,_Z,N,2003-Q4,64.9099
AUS,Q,PRVM,IX,F,N,_Z,_Z,N,2003-Q3,61.66679
AUS,Q,PRVM,IX,F,N,_Z,_Z,N,2003-Q2,59.04578
AUS,Q,PRVM,IX,F,N,_Z,_Z,N,2003-Q1,53.46442
AUS,Q,PRVM,IX,F,N,_Z,_Z,N,2002-Q4,61.89736
AUS,Q,PRVM,IX,F,N,_Z,_Z,N,2002-Q3,56.53134
AUS,Q,PRVM,IX,F,N,_Z,_Z,N,2002-Q2,52.59002
AUS,Q,PRVM,IX,F,N,_Z,_Z,N,2002-Q1,48.8945
AUS,Q,PRVM,IX,F,N,_Z,_Z,N,2001-Q4,49.62099
AUS,Q,PRVM,IX,F,N,_Z,_Z,N,2001-Q3,47.27186
AUS,Q,PRVM,IX,F,N,_Z,_Z,N,2001-Q2,44.38765
AUS,Q,PRVM,IX,F,N,_Z,_Z,N,2001-Q1,41.96892
AUS,Q,PRVM,IX,F,N,_Z,_Z,N,2000-Q4,44.02005
AUS,Q,PRVM,IX,F,N,_Z,_Z,N,2000-Q3,46.08207
AUS,Q,PRVM,IX,F,N,_Z,_Z,N,2000-Q2,53.54707
AUS,Q,PRVM,IX,F,N,_Z,_Z,N,2000-Q1,47.6786
AUS,Q,PRVM,IX,F,N,_Z,_Z,N,1999-Q4,52.40949
AUS,Q,PRVM,IX,F,N,_Z,_Z,N,1999-Q3,51.56554
AUS,Q,PRVM,IX,F,N,_Z,_Z,N,1999-Q2,49.20989
AUS,Q,PRVM,IX,F,N,_Z,_Z,N,1999-Q1,43.67638
AUS,Q,PRVM,IX,F,N,_Z,_Z,N,1998-Q4,51.60252
AUS,Q,PRVM,IX,F,N,_Z,_Z,N,1998-Q3,47.82869
AUS,Q,PRVM,IX,F,N,_Z,_Z,N,1998-Q2,45.82105
AUS,Q,PRVM,IX,F,N,_Z,_Z,N,1998-Q1,42.96295
AUS,Q,PRVM,IX,F,N,_Z,_Z,N,1997-Q4,45.66227
AUS,Q,PRVM,IX,F,N,_Z,_Z,N,1997-Q3,41.77751
AUS,Q,PRVM,IX,F,N,_Z,_Z,N,1997-Q2,40.88571
AUS,Q,PRVM,IX,F,N,_Z,_Z,N,1997-Q1,36.79213
AUS,Q,PRVM,IX,F,N,_Z,_Z,N,1996-Q4,41.34901
AUS,Q,PRVM,IX,F,N,_Z,_Z,N,1996-Q3,40.76608
AUS,Q,PRVM,IX,F,N,_Z,_Z,N,1996-Q2,40.11789
AUS,Q,PRVM,IX,F,N,_Z,_Z,N,1996-Q1,35.12164
AUS,Q,PRVM,IX,F,N,_Z,_Z,N,1995-Q4,41.35336
AUS,Q,PRVM,IX,F,N,_Z,_Z,N,1995-Q3,38.98901
AUS,Q,PRVM,IX,F,N,_Z,_Z,N,1995-Q2,39.91343
AUS,Q,PRVM,IX,F,N,_Z,_Z,N,1995-Q1,34.49086
AUS,Q,PRVM,IX,F,N,_Z,_Z,N,1994-Q4,40.65297
AUS,Q,PRVM,IX,F,N,_Z,_Z,N,1994-Q3,37.96017
AUS,Q,PRVM,IX,F,N,_Z,_Z,N,1994-Q2,39.18042
AUS,Q,PRVM,IX,F,N,_Z,_Z,N,1994-Q1,33.3685
AUS,Q,PRVM,IX,F,N,_Z,_Z,N,1993-Q4,37.0488
AUS,Q,PRVM,IX,F,N,_Z,_Z,N,1993-Q3,35.39788
AUS,Q,PRVM,IX,F,N,_Z,_Z,N,1993-Q2,36.67033
AUS,Q,PRVM,IX,F,N,_Z,_Z,N,1993-Q1,32.00905
AUS,Q,PRVM,IX,F,N,_Z,_Z,N,1992-Q4,35.37396
AUS,Q,PRVM,IX,F,N,_Z,_Z,N,1992-Q3,32.59415
AUS,Q,PRVM,IX,F,N,_Z,_Z,N,1992-Q2,33.11618
AUS,Q,PRVM,IX,F,N,_Z,_Z,N,1992-Q1,30.02316
AUS,Q,PRVM,IX,F,N,_Z,_Z,N,1991-Q4,33.74262
AUS,Q,PRVM,IX,F,N,_Z,_Z,N,1991-Q3,32.25049
AUS,Q,PRVM,IX,F,N,_Z,_Z,N,1991-Q2,34.8106
AUS,Q,PRVM,IX,F,N,_Z,_Z,N,1991-Q1,31.93727
AUS,Q,PRVM,IX,F,N,_Z,_Z,N,1990-Q4,37.35114
AUS,Q,PRVM,IX,F,N,_Z,_Z,N,1990-Q3,36.6986
AUS,Q,PRVM,IX,F,N,_Z,_Z,N,1990-Q2,36.99224
AUS,Q,PRVM,IX,F,N,_Z,_Z,N,2015-Q3,101.23
AUS,Q,PRVM,IX,F,N,_Z,_Z,N,2015-Q2,101.4497
AUS,Q,PRVM,IX,F,N,_Z,_Z,N,2015-Q1,92.46648
AUS,Q,PRVM,IX,F,N,_Z,_Z,N,2014-Q4,107.1594
AUS,Q,PRVM,IX,F,N,_Z,_Z,N,2014-Q3,103.4378
AUS,Q,PRVM,IX,F,N,_Z,_Z,N,2014-Q2,107.44
AUS,Q,PRVM,IX,F,N,_Z,_Z,N,2014-Q1,96.87544
AUS,Q,PRVM,IX,F,N,_Z,_Z,N,2013-Q4,107.6901
AUS,Q,PRVM,IX,F,N,_Z,_Z,N,2013-Q3,102.7504
AUS,Q,PRVM,IX,F,N,_Z,_Z,N,2013-Q2,101.1387
AUS,Q,PRVM,IX,F,N,_Z,_Z,N,2013-Q1,90.08037
AUS,Q,PRVM,IX,F,N,_Z,_Z,N,2012-Q4,105.1974
AUS,Q,PRVM,IX,F,N,_Z,_Z,N,2012-Q3,99.80098
AUS,Q,PRVM,IX,F,N,_Z,_Z,N,2012-Q2,99.53127
AUS,Q,PRVM,IX,F,N,_Z,_Z,N,2012-Q1,89.00803
AUS,Q,PRVM,IX,F,N,_Z,_Z,N,2011-Q4,98.32842
AUS,Q,PRVM,IX,F,N,_Z,_Z,N,2011-Q3,96.28163
AUS,Q,PRVM,IX,F,N,_Z,_Z,N,2011-Q2,89.61054
AUS,Q,PRVM,IX,F,N,_Z,_Z,N,2011-Q1,79.08949
AUS,Q,PRVM,IX,F,N,_Z,_Z,N,2010-Q4,89.38651
AUS,Q,PRVM,IX,F,N,_Z,_Z,N,2010-Q3,85.01452
AUS,Q,PRVM,IX,F,N,_Z,_Z,N,2010-Q2,86.63063
AUS,Q,PRVM,IX,F,N,_Z,_Z,N,2010-Q1,76.42062
AUS,Q,PRVM,IX,F,N,_Z,_Z,N,2009-Q4,87.01128
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,2011-Q3,94.84388
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,2011-Q2,88.30547
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,2011-Q1,86.22171
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,2010-Q4,84.92316
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,2010-Q3,83.65289
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,2010-Q2,85.6453
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,2010-Q1,83.19612
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,2009-Q4,82.437
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,2009-Q3,82.24342
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,2009-Q2,80.44677
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,2009-Q1,82.87202
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,2008-Q4,84.87966
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,2008-Q3,83.23528
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,2008-Q2,82.4283
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,2008-Q1,79.62022
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,2007-Q4,76.98833
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,2007-Q3,78.00411
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,2007-Q2,74.80451
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,2007-Q1,76.54243
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,2006-Q4,74.38254
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,2006-Q3,70.1367
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,2006-Q2,71.52225
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,2006-Q1,70.82622
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,2005-Q4,69.11005
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,2005-Q3,68.64893
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,2005-Q2,68.12037
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,2005-Q1,65.68206
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,2004-Q4,64.87509
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,2004-Q3,64.23996
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,2004-Q2,63.89194
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,2004-Q1,63.41776
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,2003-Q4,62.1475
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,2003-Q3,60.92073
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,2003-Q2,59.54388
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,2003-Q1,57.36441
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,2002-Q4,59.33942
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,2002-Q3,54.68901
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,2002-Q2,54.32359
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,2002-Q1,50.53453
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,2001-Q4,47.37409
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,2001-Q3,46.14515
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,2001-Q2,45.14024
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,2001-Q1,42.92815
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,2000-Q4,41.82536
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,2000-Q3,46.56712
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,2000-Q2,52.59437
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,2000-Q1,51.80481
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,1999-Q4,50.67374
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,1999-Q3,50.12996
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,1999-Q2,48.77921
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,1999-Q1,48.21586
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,1998-Q4,48.60303
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,1998-Q3,46.71938
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,1998-Q2,45.55569
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,1998-Q1,46.50839
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,1997-Q4,43.28922
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,1997-Q3,40.87266
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,1997-Q2,40.27015
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,1997-Q1,39.7851
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,1996-Q4,39.25437
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,1996-Q3,40.48331
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,1996-Q2,39.61761
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,1996-Q1,38.18856
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,1995-Q4,39.08036
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,1995-Q3,38.69754
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,1995-Q2,38.23859
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,1995-Q1,37.77529
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,1994-Q4,38.77802
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,1994-Q3,38.22336
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,1994-Q2,38.05588
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,1994-Q1,36.44629
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,1993-Q4,35.08031
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,1993-Q3,35.41311
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,1993-Q2,35.57842
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,1993-Q1,34.8541
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,1992-Q4,33.57296
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,1992-Q3,32.64201
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,1992-Q2,32.31356
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,1992-Q1,32.56371
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,1991-Q4,32.07213
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,1991-Q3,32.18306
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,1991-Q2,33.46203
AUS,Q,PRVM,IX,F,Y,_Z,_Z,N,1991-Q1,34.38428
