REF_AREA,FREQ,MEASURE,ACTIVITY,UNIT_MEASURE,PRICE_BASE,TRANSFORMATION,ADJUSTMENT,CONVERSION_TYPE,TIME_PERIOD,OBS_VALUE
NOR,Q,ULCE,_T,IX,V,_Z,S,NC,2014-Q2,99.00346
NOR,Q,ULCE,_T,IX,V,_Z,S,NC,2014-Q3,99.42292
NOR,Q,ULCE,_T,IX,V,_Z,S,NC,2014-Q4,99.55259
NOR,Q,ULCE,_T,IX,V,_Z,S,NC,2015-Q1,100.3548
NOR,Q,ULCE,_T,IX,V,_Z,S,NC,2015-Q2,98.98696
NOR,Q,ULCE,_T,IX,V,_Z,S,NC,2015-Q3,99.7861
NOR,Q,ULCE,_T,IX,V,_Z,S,NC,2015-Q4,100.8722
NOR,Q,ULCE,_T,IX,V,_Z,S,NC,2016-Q1,100.4847
NOR,Q,ULCE,_T,IX,V,_Z,S,NC,2016-Q2,100.5566
NOR,Q,ULCE,_T,IX,V,_Z,S,NC,2016-Q3,101.8094
NOR,Q,ULCE,_T,IX,V,_Z,S,NC,2016-Q4,99.79755
NOR,Q,ULCE,_T,IX,V,_Z,S,NC,2017-Q1,100.4028
NOR,Q,ULCE,_T,IX,V,_Z,S,NC,2017-Q2,100.0057
NOR,Q,ULCE,_T,IX,V,_Z,S,NC,2017-Q3,100.3321
NOR,Q,ULCE,_T,IX,V,_Z,S,NC,2017-Q4,102.0634
NOR,Q,ULCE,_T,IX,V,_Z,S,NC,2018-Q1,102.788
NOR,Q,ULCE,_T,IX,V,_Z,S,NC,2018-Q2,104.3607
NOR,Q,ULCE,_T,IX,V,_Z,S,NC,2018-Q3,103.7095
NOR,Q,ULCE,_T,IX,V,_Z,S,NC,2018-Q4,105.842
NOR,Q,ULCE,_T,IX,V,_Z,S,NC,2019-Q1,106.8474
NOR,Q,ULCE,_T,IX,V,_Z,S,NC,2019-Q2,107.9072
NOR,Q,ULCE,_T,IX,V,_Z,S,NC,2019-Q3,109.8128
NOR,Q,ULCE,_T,IX,V,_Z,S,NC,2019-Q4,108.9988
NOR,Q,ULCE,_T,IX,V,_Z,S,NC,2020-Q1,111.8802
NOR,Q,ULCE,_T,IX,V,_Z,S,NC,2020-Q2,110.3262
NOR,Q,ULCE,_T,IX,V,_Z,S,NC,2020-Q3,108.8877
NOR,Q,ULCE,_T,IX,V,_Z,S,NC,2020-Q4,112.2764
NOR,Q,ULCE,_T,IX,V,_Z,S,NC,2021-Q1,112.6565
NOR,Q,ULCE,_T,IX,V,_Z,S,NC,2021-Q2,112.7882
NOR,Q,ULCE,_T,IX,V,_Z,S,NC,2021-Q3,111.287
NOR,Q,ULCE,_T,IX,V,_Z,S,NC,2021-Q4,114.5156
NOR,Q,ULCE,_T,IX,V,_Z,S,NC,2022-Q1,116.431
NOR,Q,ULCE,_T,IX,V,_Z,S,NC,2022-Q2,117.813
NOR,Q,ULCE,_T,IX,V,_Z,S,NC,2022-Q3,116.4242
NOR,Q,ULCE,_T,IX,V,_Z,S,NC,2022-Q4,118.8857
NOR,Q,ULCE,_T,IX,V,_Z,S,NC,2023-Q1,122.1224
NOR,Q,ULCE,_T,IX,V,_Z,S,NC,2023-Q2,123.2478
NOR,Q,ULCE,_T,IX,V,_Z,S,NC,2023-Q3,127.5398
NOR,Q,ULCE,_T,IX,V,_Z,S,NC,2023-Q4,127.9413
NOR,Q,ULCE,_T,IX,V,_Z,S,NC,2024-Q1,128.6066
NOR,Q,ULCE,_T,IX,V,_Z,S,NC,2024-Q2,129.2132
NOR,Q,ULCE,_T,IX,V,_Z,S,NC,2024-Q3,132.127
NOR,Q,ULCE,_T,IX,V,_Z,S,NC,2024-Q4,133.6782
NOR,Q,ULCE,_T,IX,V,_Z,S,NC,2025-Q1,135.3612
NOR,Q,ULCE,_T,IX,V,_Z,S,NC,2025-Q2,136.5027
NOR,Q,ULCE,_T,IX,V,_Z,S,NC,2025-Q3,135.0376
NOR,Q,ULCE,_T,IX,V,_Z,N,NC,1995-Q1,49.13998
NOR,Q,ULCE,_T,IX,V,_Z,N,NC,1995-Q2,50.32084
NOR,Q,ULCE,_T,IX,V,_Z,N,NC,1995-Q3,50.32506
NOR,Q,ULCE,_T,IX,V,_Z,N,NC,1995-Q4,47.77927
NOR,Q,ULCE,_T,IX,V,_Z,N,NC,1996-Q1,49.2752
NOR,Q,ULCE,_T,IX,V,_Z,N,NC,1996-Q2,50.78466
NOR,Q,ULCE,_T,IX,V,_Z,N,NC,1996-Q3,50.7971
NOR,Q,ULCE,_T,IX,V,_Z,N,NC,1996-Q4,49.8379
NOR,Q,ULCE,_T,IX,V,_Z,N,NC,1997-Q1,50.91755
NOR,Q,ULCE,_T,IX,V,_Z,N,NC,1997-Q2,51.76088
NOR,Q,ULCE,_T,IX,V,_Z,N,NC,1997-Q3,53.23519
NOR,Q,ULCE,_T,IX,V,_Z,N,NC,1997-Q4,50.5658
NOR,Q,ULCE,_T,IX,V,_Z,N,NC,1998-Q1,52.17597
NOR,Q,ULCE,_T,IX,V,_Z,N,NC,1998-Q2,54.80487
NOR,Q,ULCE,_T,IX,V,_Z,N,NC,1998-Q3,58.11916
NOR,Q,ULCE,_T,IX,V,_Z,N,NC,1998-Q4,55.77362
NOR,Q,ULCE,_T,IX,V,_Z,N,NC,1999-Q1,56.61351
NOR,Q,ULCE,_T,IX,V,_Z,N,NC,1999-Q2,59.06854
NOR,Q,ULCE,_T,IX,V,_Z,N,NC,1999-Q3,58.90395
NOR,Q,ULCE,_T,IX,V,_Z,N,NC,1999-Q4,55.69694
NOR,Q,ULCE,_T,IX,V,_Z,N,NC,2000-Q1,56.479
NOR,Q,ULCE,_T,IX,V,_Z,N,NC,2000-Q2,60.09347
NOR,Q,ULCE,_T,IX,V,_Z,N,NC,2000-Q3,60.71684
NOR,Q,ULCE,_T,IX,V,_Z,N,NC,2000-Q4,57.54713
NOR,Q,ULCE,_T,IX,V,_Z,N,NC,2001-Q1,59.45451
NOR,Q,ULCE,_T,IX,V,_Z,N,NC,2001-Q2,61.99549
NOR,Q,ULCE,_T,IX,V,_Z,N,NC,2001-Q3,62.34113
NOR,Q,ULCE,_T,IX,V,_Z,N,NC,2001-Q4,59.62421
NOR,Q,ULCE,_T,IX,V,_Z,N,NC,2002-Q1,61.41438
NOR,Q,ULCE,_T,IX,V,_Z,N,NC,2002-Q2,62.48512
NOR,Q,ULCE,_T,IX,V,_Z,N,NC,2002-Q3,66.02102
NOR,Q,ULCE,_T,IX,V,_Z,N,NC,2002-Q4,61.1167
NOR,Q,ULCE,_T,IX,V,_Z,N,NC,2003-Q1,62.76373
NOR,Q,ULCE,_T,IX,V,_Z,N,NC,2003-Q2,65.18822
NOR,Q,ULCE,_T,IX,V,_Z,N,NC,2003-Q3,65.71017
NOR,Q,ULCE,_T,IX,V,_Z,N,NC,2003-Q4,61.52625
NOR,Q,ULCE,_T,IX,V,_Z,N,NC,2004-Q1,61.38066
NOR,Q,ULCE,_T,IX,V,_Z,N,NC,2004-Q2,64.46763
NOR,Q,ULCE,_T,IX,V,_Z,N,NC,2004-Q3,67.12632
NOR,Q,ULCE,_T,IX,V,_Z,N,NC,2004-Q4,63.14904
NOR,Q,ULCE,_T,IX,V,_Z,N,NC,2005-Q1,65.03136
NOR,Q,ULCE,_T,IX,V,_Z,N,NC,2005-Q2,66.52822
NOR,Q,ULCE,_T,IX,V,_Z,N,NC,2005-Q3,67.37821
NOR,Q,ULCE,_T,IX,V,_Z,N,NC,2005-Q4,64.28071
NOR,Q,ULCE,_T,IX,V,_Z,N,NC,2006-Q1,67.66842
NOR,Q,ULCE,_T,IX,V,_Z,N,NC,2006-Q2,70.79335
NOR,Q,ULCE,_T,IX,V,_Z,N,NC,2006-Q3,72.36896
NOR,Q,ULCE,_T,IX,V,_Z,N,NC,2006-Q4,67.90501
NOR,Q,ULCE,_T,IX,V,_Z,N,NC,2007-Q1,72.17137
NOR,Q,ULCE,_T,IX,V,_Z,N,NC,2007-Q2,75.64416
NOR,Q,ULCE,_T,IX,V,_Z,N,NC,2007-Q3,77.04713
NOR,Q,ULCE,_T,IX,V,_Z,N,NC,2007-Q4,72.18253
NOR,Q,ULCE,_T,IX,V,_Z,N,NC,2008-Q1,78.84783
NOR,Q,ULCE,_T,IX,V,_Z,N,NC,2008-Q2,80.5256
NOR,Q,ULCE,_T,IX,V,_Z,N,NC,2008-Q3,84.11472
NOR,Q,ULCE,_T,IX,V,_Z,N,NC,2008-Q4,78.96545
NOR,Q,ULCE,_T,IX,V,_Z,N,NC,2009-Q1,81.70428
NOR,Q,ULCE,_T,IX,V,_Z,N,NC,2009-Q2,86.27184
NOR,Q,ULCE,_T,IX,V,_Z,N,NC,2009-Q3,87.29173
NOR,Q,ULCE,_T,IX,V,_Z,N,NC,2009-Q4,82.45407
NOR,Q,ULCE,_T,IX,V,_Z,N,NC,2010-Q1,83.64387
NOR,Q,ULCE,_T,IX,V,_Z,N,NC,2010-Q2,86.22063
NOR,Q,ULCE,_T,IX,V,_Z,N,NC,2010-Q3,91.03848
NOR,Q,ULCE,_T,IX,V,_Z,N,NC,2010-Q4,83.7068
NOR,Q,ULCE,_T,IX,V,_Z,N,NC,2011-Q1,88.26662
NOR,Q,ULCE,_T,IX,V,_Z,N,NC,2011-Q2,91.8369
NOR,Q,ULCE,_T,IX,V,_Z,N,NC,2011-Q3,93.14418
NOR,Q,ULCE,_T,IX,V,_Z,N,NC,2011-Q4,87.62094
NOR,Q,ULCE,_T,IX,V,_Z,N,NC,2012-Q1,91.62196
NOR,Q,ULCE,_T,IX,V,_Z,N,NC,2012-Q2,94.35117
NOR,Q,ULCE,_T,IX,V,_Z,N,NC,2012-Q3,96.78466
NOR,Q,ULCE,_T,IX,V,_Z,N,NC,2012-Q4,91.39167
NOR,Q,ULCE,_T,IX,V,_Z,N,NC,2013-Q1,99.21387
NOR,Q,ULCE,_T,IX,V,_Z,N,NC,2013-Q2,97.47236
NOR,Q,ULCE,_T,IX,V,_Z,N,NC,2013-Q3,99.35185
NOR,Q,ULCE,_T,IX,V,_Z,N,NC,2013-Q4,93.91396
NOR,Q,ULCE,_T,IX,V,_Z,N,NC,2014-Q1,99.5254
NOR,Q,ULCE,_T,IX,V,_Z,N,NC,2014-Q2,100.8498
NOR,Q,ULCE,_T,IX,V,_Z,N,NC,2014-Q3,101.0086
NOR,Q,ULCE,_T,IX,V,_Z,N,NC,2014-Q4,95.24285
NOR,Q,ULCE,_T,IX,V,_Z,N,NC,2015-Q1,97.45734
NOR,Q,ULCE,_T,IX,V,_Z,N,NC,2015-Q2,107.5316
NOR,Q,ULCE,_T,IX,V,_Z,N,NC,2015-Q3,96.32959
NOR,Q,ULCE,_T,IX,V,_Z,N,NC,2015-Q4,98.68152
NOR,Q,ULCE,_T,IX,V,_Z,N,NC,2016-Q1,97.02615
NOR,Q,ULCE,_T,IX,V,_Z,N,NC,2016-Q2,107.8059
NOR,Q,ULCE,_T,IX,V,_Z,N,NC,2016-Q3,99.55455
NOR,Q,ULCE,_T,IX,V,_Z,N,NC,2016-Q4,97.10654
NOR,Q,ULCE,_T,IX,V,_Z,N,NC,2017-Q1,94.79008
NOR,Q,ULCE,_T,IX,V,_Z,N,NC,2017-Q2,110.0236
NOR,Q,ULCE,_T,IX,V,_Z,N,NC,2017-Q3,99.07436
NOR,Q,ULCE,_T,IX,V,_Z,N,NC,2017-Q4,99.68321
NOR,Q,ULCE,_T,IX,V,_Z,N,NC,2018-Q1,99.08272
NOR,Q,ULCE,_T,IX,V,_Z,N,NC,2018-Q2,112.7817
NOR,Q,ULCE,_T,IX,V,_Z,N,NC,2018-Q3,102.7522
NOR,Q,ULCE,_T,IX,V,_Z,N,NC,2018-Q4,103.3329
NOR,Q,ULCE,_T,IX,V,_Z,N,NC,2019-Q1,102.1447
NOR,Q,ULCE,_T,IX,V,_Z,N,NC,2019-Q2,118.6228
NOR,Q,ULCE,_T,IX,V,_Z,N,NC,2019-Q3,108.3771
NOR,Q,ULCE,_T,IX,V,_Z,N,NC,2019-Q4,105.8671
NOR,Q,ULCE,_T,IX,V,_Z,N,NC,2020-Q1,105.9636
NOR,Q,ULCE,_T,IX,V,_Z,N,NC,2020-Q2,121.4417
NOR,Q,ULCE,_T,IX,V,_Z,N,NC,2020-Q3,107.3053
NOR,Q,ULCE,_T,IX,V,_Z,N,NC,2020-Q4,108.2274
NOR,Q,ULCE,_T,IX,V,_Z,N,NC,2021-Q1,108.0579
NOR,Q,ULCE,_T,IX,V,_Z,N,NC,2021-Q2,123.3026
NOR,Q,ULCE,_T,IX,V,_Z,N,NC,2021-Q3,109.7828
NOR,Q,ULCE,_T,IX,V,_Z,N,NC,2021-Q4,109.9441
NOR,Q,ULCE,_T,IX,V,_Z,N,NC,2022-Q1,111.2426
NOR,Q,ULCE,_T,IX,V,_Z,N,NC,2022-Q2,128.3599
NOR,Q,ULCE,_T,IX,V,_Z,N,NC,2022-Q3,114.792
NOR,Q,ULCE,_T,IX,V,_Z,N,NC,2022-Q4,114.7391
NOR,Q,ULCE,_T,IX,V,_Z,N,NC,2023-Q1,116.0897
NOR,Q,ULCE,_T,IX,V,_Z,N,NC,2023-Q2,135.184
NOR,Q,ULCE,_T,IX,V,_Z,N,NC,2023-Q3,126.2558
NOR,Q,ULCE,_T,IX,V,_Z,N,NC,2023-Q4,124.0204
NOR,Q,ULCE,_T,IX,V,_Z,N,NC,2024-Q1,124.6261
NOR,Q,ULCE,_T,IX,V,_Z,N,NC,2024-Q2,139.3505
NOR,Q,ULCE,_T,IX,V,_Z,N,NC,2024-Q3,130.3507
NOR,Q,ULCE,_T,IX,V,_Z,N,NC,2024-Q4,129.5956
NOR,Q,ULCE,_T,IX,V,_Z,N,NC,2025-Q1,130.5676
NOR,Q,ULCE,_T,IX,V,_Z,N,NC,2025-Q2,148.2641
NOR,Q,ULCE,_T,IX,V,_Z,N,NC,2025-Q3,133.4898
TUR,Q,ULCE,_T,IX,V,_Z,N,NC,2006-Q1,49.43129
TUR,Q,ULCE,_T,IX,V,_Z,N,NC,2006-Q2,49.12027
TUR,Q,ULCE,_T,IX,V,_Z,N,NC,2006-Q3,49.77652
TUR,Q,ULCE,_T,IX,V,_Z,N,NC,2006-Q4,48.63269
TUR,Q,ULCE,_T,IX,V,_Z,N,NC,2007-Q2,53.1997
TUR,Q,ULCE,_T,IX,V,_Z,N,NC,2007-Q3,53.16716
TUR,Q,ULCE,_T,IX,V,_Z,N,NC,2007-Q4,50.28903
TUR,Q,ULCE,_T,IX,V,_Z,N,NC,2008-Q1,55.78483
TUR,Q,ULCE,_T,IX,V,_Z,N,NC,2008-Q2,59.21938
TUR,Q,ULCE,_T,IX,V,_Z,N,NC,2008-Q3,59.19624
TUR,Q,ULCE,_T,IX,V,_Z,N,NC,2008-Q4,59.72474
TUR,Q,ULCE,_T,IX,V,_Z,N,NC,2009-Q1,71.694
TUR,Q,ULCE,_T,IX,V,_Z,N,NC,2009-Q2,66.01073
TUR,Q,ULCE,_T,IX,V,_Z,N,NC,2009-Q3,62.94462
TUR,Q,ULCE,_T,IX,V,_Z,N,NC,2009-Q4,62.31683
TUR,Q,ULCE,_T,IX,V,_Z,N,NC,2010-Q1,76.72376
TUR,Q,ULCE,_T,IX,V,_Z,N,NC,2010-Q2,70.99876
TUR,Q,ULCE,_T,IX,V,_Z,N,NC,2010-Q3,66.42112
TUR,Q,ULCE,_T,IX,V,_Z,N,NC,2010-Q4,65.32787
TUR,Q,ULCE,_T,IX,V,_Z,N,NC,2011-Q1,80.22658
TUR,Q,ULCE,_T,IX,V,_Z,N,NC,2011-Q2,74.24255
TUR,Q,ULCE,_T,IX,V,_Z,N,NC,2011-Q3,70.44951
TUR,Q,ULCE,_T,IX,V,_Z,N,NC,2011-Q4,68.92042
TUR,Q,ULCE,_T,IX,V,_Z,N,NC,2012-Q1,86.00717
TUR,Q,ULCE,_T,IX,V,_Z,N,NC,2012-Q2,83.48425
TUR,Q,ULCE,_T,IX,V,_Z,N,NC,2012-Q3,78.2514
TUR,Q,ULCE,_T,IX,V,_Z,N,NC,2012-Q4,76.57542
TUR,Q,ULCE,_T,IX,V,_Z,N,NC,2013-Q1,92.03507
TUR,Q,ULCE,_T,IX,V,_Z,N,NC,2013-Q2,86.54524
TUR,Q,ULCE,_T,IX,V,_Z,N,NC,2013-Q3,81.99389
TUR,Q,ULCE,_T,IX,V,_Z,N,NC,2013-Q4,78.89275
TUR,Q,ULCE,_T,IX,V,_Z,N,NC,2014-Q1,94.42374
TUR,Q,ULCE,_T,IX,V,_Z,N,NC,2014-Q2,92.63031
TUR,Q,ULCE,_T,IX,V,_Z,N,NC,2014-Q3,90.49584
TUR,Q,ULCE,_T,IX,V,_Z,N,NC,2014-Q4,88.7433
TUR,Q,ULCE,_T,IX,V,_Z,N,NC,2015-Q1,107.2273
TUR,Q,ULCE,_T,IX,V,_Z,N,NC,2015-Q2,101.5454
TUR,Q,ULCE,_T,IX,V,_Z,N,NC,2015-Q3,97.82064
TUR,Q,ULCE,_T,IX,V,_Z,N,NC,2015-Q4,93.40665
TUR,Q,ULCE,_T,IX,V,_Z,N,NC,2016-Q1,126.223
TUR,Q,ULCE,_T,IX,V,_Z,N,NC,2016-Q2,117.3806
TUR,Q,ULCE,_T,IX,V,_Z,N,NC,2016-Q3,114.9475
TUR,Q,ULCE,_T,IX,V,_Z,N,NC,2016-Q4,107.5473
TUR,Q,ULCE,_T,IX,V,_Z,N,NC,2017-Q1,132.8009
TUR,Q,ULCE,_T,IX,V,_Z,N,NC,2017-Q2,125.2407
TUR,Q,ULCE,_T,IX,V,_Z,N,NC,2017-Q3,117.4921
TUR,Q,ULCE,_T,IX,V,_Z,N,NC,2017-Q4,114.0611
TUR,Q,ULCE,_T,IX,V,_Z,N,NC,2018-Q1,145.1928
TUR,Q,ULCE,_T,IX,V,_Z,N,NC,2018-Q2,137.4628
TUR,Q,ULCE,_T,IX,V,_Z,N,NC,2018-Q3,133.0494
TUR,Q,ULCE,_T,IX,V,_Z,N,NC,2018-Q4,134.9935
TUR,Q,ULCE,_T,IX,V,_Z,N,NC,2019-Q1,175.5932
TUR,Q,ULCE,_T,IX,V,_Z,N,NC,2019-Q2,166.1075
TUR,Q,ULCE,_T,IX,V,_Z,N,NC,2019-Q3,157.2709
TUR,Q,ULCE,_T,IX,V,_Z,N,NC,2019-Q4,151.5259
TUR,Q,ULCE,_T,IX,V,_Z,N,NC,2020-Q1,192.7268
TUR,Q,ULCE,_T,IX,V,_Z,N,NC,2020-Q2,185.4437
TUR,Q,ULCE,_T,IX,V,_Z,N,NC,2020-Q3,160.7329
TUR,Q,ULCE,_T,IX,V,_Z,N,NC,2020-Q4,158.5006
TUR,Q,ULCE,_T,IX,V,_Z,N,NC,2021-Q1,210.4807
TUR,Q,ULCE,_T,IX,V,_Z,N,NC,2021-Q2,204.9497
TUR,Q,ULCE,_T,IX,V,_Z,N,NC,2021-Q3,203.076
TUR,Q,ULCE,_T,IX,V,_Z,N,NC,2021-Q4,199.2916
TUR,Q,ULCE,_T,IX,V,_Z,N,NC,2022-Q1,307.7354
TUR,Q,ULCE,_T,IX,V,_Z,N,NC,2022-Q2,316.4802
TUR,Q,ULCE,_T,IX,V,_Z,N,NC,2022-Q3,377.4296
TUR,Q,ULCE,_T,IX,V,_Z,N,NC,2022-Q4,381.7383
TUR,Q,ULCE,_T,IX,V,_Z,N,NC,2023-Q1,657.8071
TUR,Q,ULCE,_T,IX,V,_Z,N,NC,2023-Q2,644.0018
TUR,Q,ULCE,_T,IX,V,_Z,N,NC,2023-Q3,761.972
TUR,Q,ULCE,_T,IX,V,_Z,N,NC,2023-Q4,760.0883
TUR,Q,ULCE,_T,IX,V,_Z,N,NC,2024-Q1,1304.756
TUR,Q,ULCE,_T,IX,V,_Z,N,NC,2024-Q2,1323.832
TUR,Q,ULCE,_T,IX,V,_Z,N,NC,2024-Q3,1294.389
TUR,Q,ULCE,_T,IX,V,_Z,N,NC,2025-Q1,1818.583
TUR,Q,ULCE,_T,IX,V,_Z,N,NC,2025-Q2,1786.86
TUR,Q,ULCE,_T,IX,V,_Z,S,NC,2006-Q1,47.88622
TUR,Q,ULCE,_T,IX,V,_Z,S,NC,2006-Q2,48.33488
TUR,Q,ULCE,_T,IX,V,_Z,S,NC,2006-Q3,50.16306
TUR,Q,ULCE,_T,IX,V,_Z,S,NC,2006-Q4,50.86285
TUR,Q,ULCE,_T,IX,V,_Z,S,NC,2007-Q1,51.84912
TUR,Q,ULCE,_T,IX,V,_Z,S,NC,2007-Q2,52.45972
TUR,Q,ULCE,_T,IX,V,_Z,S,NC,2007-Q3,53.9495
TUR,Q,ULCE,_T,IX,V,_Z,S,NC,2007-Q4,53.03487
TUR,Q,ULCE,_T,IX,V,_Z,S,NC,2008-Q1,53.99644
TUR,Q,ULCE,_T,IX,V,_Z,S,NC,2008-Q2,58.11276
TUR,Q,ULCE,_T,IX,V,_Z,S,NC,2008-Q3,59.86697
TUR,Q,ULCE,_T,IX,V,_Z,S,NC,2008-Q4,61.91746
TUR,Q,ULCE,_T,IX,V,_Z,S,NC,2009-Q1,67.73555
TUR,Q,ULCE,_T,IX,V,_Z,S,NC,2009-Q2,65.14017
TUR,Q,ULCE,_T,IX,V,_Z,S,NC,2009-Q3,65.51084
TUR,Q,ULCE,_T,IX,V,_Z,S,NC,2009-Q4,66.16374
TUR,Q,ULCE,_T,IX,V,_Z,S,NC,2010-Q1,69.31519
TUR,Q,ULCE,_T,IX,V,_Z,S,NC,2010-Q2,69.08571
TUR,Q,ULCE,_T,IX,V,_Z,S,NC,2010-Q3,69.57639
TUR,Q,ULCE,_T,IX,V,_Z,S,NC,2010-Q4,70.52785
TUR,Q,ULCE,_T,IX,V,_Z,S,NC,2011-Q1,72.08026
TUR,Q,ULCE,_T,IX,V,_Z,S,NC,2011-Q2,72.37223
TUR,Q,ULCE,_T,IX,V,_Z,S,NC,2011-Q3,73.80252
TUR,Q,ULCE,_T,IX,V,_Z,S,NC,2011-Q4,74.98472
TUR,Q,ULCE,_T,IX,V,_Z,S,NC,2012-Q1,78.27407
TUR,Q,ULCE,_T,IX,V,_Z,S,NC,2012-Q2,81.10719
TUR,Q,ULCE,_T,IX,V,_Z,S,NC,2012-Q3,81.56936
TUR,Q,ULCE,_T,IX,V,_Z,S,NC,2012-Q4,83.75396
TUR,Q,ULCE,_T,IX,V,_Z,S,NC,2013-Q1,83.61808
TUR,Q,ULCE,_T,IX,V,_Z,S,NC,2013-Q2,83.83523
TUR,Q,ULCE,_T,IX,V,_Z,S,NC,2013-Q3,84.93652
TUR,Q,ULCE,_T,IX,V,_Z,S,NC,2013-Q4,86.32946
TUR,Q,ULCE,_T,IX,V,_Z,S,NC,2014-Q1,86.72984
TUR,Q,ULCE,_T,IX,V,_Z,S,NC,2014-Q2,90.51714
TUR,Q,ULCE,_T,IX,V,_Z,S,NC,2014-Q3,93.01652
TUR,Q,ULCE,_T,IX,V,_Z,S,NC,2014-Q4,96.09859
TUR,Q,ULCE,_T,IX,V,_Z,S,NC,2015-Q1,97.03816
TUR,Q,ULCE,_T,IX,V,_Z,S,NC,2015-Q2,98.9964
TUR,Q,ULCE,_T,IX,V,_Z,S,NC,2015-Q3,101.8119
TUR,Q,ULCE,_T,IX,V,_Z,S,NC,2015-Q4,102.1536
TUR,Q,ULCE,_T,IX,V,_Z,S,NC,2016-Q1,114.7283
TUR,Q,ULCE,_T,IX,V,_Z,S,NC,2016-Q2,114.4918
TUR,Q,ULCE,_T,IX,V,_Z,S,NC,2016-Q3,119.6154
TUR,Q,ULCE,_T,IX,V,_Z,S,NC,2016-Q4,117.6312
TUR,Q,ULCE,_T,IX,V,_Z,S,NC,2017-Q1,120.4477
TUR,Q,ULCE,_T,IX,V,_Z,S,NC,2017-Q2,121.5088
TUR,Q,ULCE,_T,IX,V,_Z,S,NC,2017-Q3,122.9928
TUR,Q,ULCE,_T,IX,V,_Z,S,NC,2017-Q4,125.6618
TUR,Q,ULCE,_T,IX,V,_Z,S,NC,2018-Q1,129.5892
TUR,Q,ULCE,_T,IX,V,_Z,S,NC,2018-Q2,133.6642
TUR,Q,ULCE,_T,IX,V,_Z,S,NC,2018-Q3,140.0712
TUR,Q,ULCE,_T,IX,V,_Z,S,NC,2018-Q4,150.7704
TUR,Q,ULCE,_T,IX,V,_Z,S,NC,2019-Q1,155.8401
TUR,Q,ULCE,_T,IX,V,_Z,S,NC,2019-Q2,158.9485
TUR,Q,ULCE,_T,IX,V,_Z,S,NC,2019-Q3,163.0722
TUR,Q,ULCE,_T,IX,V,_Z,S,NC,2019-Q4,168.7888
TUR,Q,ULCE,_T,IX,V,_Z,S,NC,2020-Q1,174.6796
TUR,Q,ULCE,_T,IX,V,_Z,S,NC,2020-Q2,179.2138
TUR,Q,ULCE,_T,IX,V,_Z,S,NC,2020-Q3,165.4356
TUR,Q,ULCE,_T,IX,V,_Z,S,NC,2020-Q4,175.3832
TUR,Q,ULCE,_T,IX,V,_Z,S,NC,2021-Q1,186.1937
TUR,Q,ULCE,_T,IX,V,_Z,S,NC,2021-Q2,198.204
TUR,Q,ULCE,_T,IX,V,_Z,S,NC,2021-Q3,211.1179
TUR,Q,ULCE,_T,IX,V,_Z,S,NC,2021-Q4,232.1497
TUR,Q,ULCE,_T,IX,V,_Z,S,NC,2022-Q1,263.8278
TUR,Q,ULCE,_T,IX,V,_Z,S,NC,2022-Q2,301.7085
TUR,Q,ULCE,_T,IX,V,_Z,S,NC,2022-Q3,398.3691
TUR,Q,ULCE,_T,IX,V,_Z,S,NC,2022-Q4,457.1189
TUR,Q,ULCE,_T,IX,V,_Z,S,NC,2023-Q1,545.9605
TUR,Q,ULCE,_T,IX,V,_Z,S,NC,2023-Q2,604.1014
TUR,Q,ULCE,_T,IX,V,_Z,S,NC,2023-Q3,824.7364
TUR,Q,ULCE,_T,IX,V,_Z,S,NC,2023-Q4,926.3275
TUR,Q,ULCE,_T,IX,V,_Z,S,NC,2024-Q1,1050.495
TUR,Q,ULCE,_T,IX,V,_Z,S,NC,2024-Q2,1227.625
TUR,Q,ULCE,_T,IX,V,_Z,S,NC,2024-Q3,1403.963
TUR,Q,ULCE,_T,IX,V,_Z,S,NC,2024-Q4,1609.828
TUR,Q,ULCE,_T,IX,V,_Z,S,NC,2025-Q1,1464.039
TUR,Q,ULCE,_T,IX,V,_Z,S,NC,2025-Q2,1654.015
SWE,Q,ULCE,_T,IX,V,_Z,S,NC,1993-Q1,69.58433
SWE,Q,ULCE,_T,IX,V,_Z,S,NC,1993-Q2,67.80329
SWE,Q,ULCE,_T,IX,V,_Z,S,NC,1993-Q3,67.90044
SWE,Q,ULCE,_T,IX,V,_Z,S,NC,1993-Q4,67.44831
SWE,Q,ULCE,_T,IX,V,_Z,S,NC,1994-Q1,68.57353
SWE,Q,ULCE,_T,IX,V,_Z,S,NC,1994-Q2,68.59716
SWE,Q,ULCE,_T,IX,V,_Z,S,NC,1994-Q3,69.53857
SWE,Q,ULCE,_T,IX,V,_Z,S,NC,1994-Q4,69.71911
SWE,Q,ULCE,_T,IX,V,_Z,S,NC,1995-Q1,67.6684
SWE,Q,ULCE,_T,IX,V,_Z,S,NC,1995-Q2,68.74116
SWE,Q,ULCE,_T,IX,V,_Z,S,NC,1995-Q3,68.79996
SWE,Q,ULCE,_T,IX,V,_Z,S,NC,1995-Q4,70.26802
SWE,Q,ULCE,_T,IX,V,_Z,S,NC,1996-Q1,70.68217
SWE,Q,ULCE,_T,IX,V,_Z,S,NC,1996-Q2,72.52541
SWE,Q,ULCE,_T,IX,V,_Z,S,NC,1996-Q3,72.34689
SWE,Q,ULCE,_T,IX,V,_Z,S,NC,1996-Q4,71.3933
